pid,station,distance,time
3912,None,,
3913,None,,
3914,None,,
3915,None,,
3916,None,,
3917,None,,
3918,None,,
3919,None,,
392,None,,
3920,New Carrollton,3.0,6.0
3920,Landover,3.7,8.0
3921,West Hyattsville,1.3,4.0
3921,Prince George's Plaza,2.2,6.0
3922,Prince George's Plaza,1.5,6.0
3922,West Hyattsville,1.9,7.0
3922,College Park-U Of MD,2.2,7.0
3923,West Hyattsville,0.8,2.0
3923,Prince George's Plaza,1.8,5.0
3923,Fort Totten,3.2,9.0
3924,Prince George's Plaza,2.5,7.0
3925,Prince George's Plaza,2.5,6.0
3925,West Hyattsville,2.5,7.0
3926,Prince George's Plaza,0.4,1.0
3926,West Hyattsville,1.4,4.0
3926,College Park-U Of MD,2.4,7.0
3927,Landover,1.3,3.0
3927,New Carrollton,2.0,5.0
3927,Cheverly,2.6,7.0
3928,West Hyattsville,1.8,6.0
3928,Prince George's Plaza,1.8,6.0
3928,College Park-U Of MD,2.1,5.0
3929,None,,
393,None,,
3930,West Hyattsville,0.7,3.0
3930,Prince George's Plaza,1.8,5.0
3930,Fort Totten,3.3,10.0
3931,None,,
3932,West Hyattsville,1.0,3.0
3932,Prince George's Plaza,2.0,5.0
3933,None,,
3934,None,,
3935,West Hyattsville,0.9,3.0
3935,Prince George's Plaza,1.9,5.0
3936,Morgan Boulevard,1.8,6.0
3936,Largo Town Center,2.2,7.0
3936,Addison Road-Seat Pleasant,2.7,8.0
3937,New Carrollton,2.4,6.0
3937,Landover,2.6,6.0
3938,None,,
3939,None,,
394,King Street,0.5,2.0
394,Braddock Road,0.7,3.0
394,Eisenhower Avenue,1.4,6.0
394,Huntington,3.2,8.0
3940,None,,
3941,None,,
3942,None,,
3943,None,,
3944,None,,
3945,None,,
3946,None,,
3947,None,,
3948,None,,
3949,None,,
395,None,,
3950,None,,
3951,None,,
3952,None,,
3953,West Hyattsville,1.2,4.0
3953,Prince George's Plaza,2.2,6.0
3954,Prince George's Plaza,1.1,4.0
3954,West Hyattsville,1.5,6.0
3954,College Park-U Of MD,2.3,7.0
3955,None,,
3956,Cheverly,2.1,6.0
3956,Landover,2.9,8.0
3956,Morgan Boulevard,3.0,8.0
3957,West Hyattsville,0.6,12.0
3957,Prince George's Plaza,0.9,17.0
3958,College Park-U Of MD,3.3,9.0
3959,Prince George's Plaza,3.0,10.0
3959,College Park-U Of MD,3.7,10.0
396,None,,
3960,Prince George's Plaza,3.0,9.0
3960,College Park-U Of MD,3.3,9.0
3961,None,,
3962,None,,
3963,Takoma,3.0,11.0
3964,None,,
3965,Landover,2.3,8.0
3965,New Carrollton,3.7,10.0
3965,Cheverly,4.1,7.0
3966,None,,
3967,Cheverly,4.0,7.0
3968,College Park-U Of MD,3.3,9.0
3969,Prince George's Plaza,1.1,4.0
3969,West Hyattsville,1.5,6.0
3969,College Park-U Of MD,2.2,7.0
397,None,,
3970,Prince George's Plaza,0.5,1.0
3970,West Hyattsville,1.9,6.0
3970,College Park-U Of MD,2.8,8.0
3971,Prince George's Plaza,0.6,2.0
3971,West Hyattsville,1.7,5.0
3971,College Park-U Of MD,2.6,8.0
3972,Prince George's Plaza,0.8,3.0
3972,West Hyattsville,1.5,5.0
3972,College Park-U Of MD,2.2,7.0
3973,Prince George's Plaza,0.8,3.0
3973,West Hyattsville,1.5,5.0
3973,College Park-U Of MD,2.1,6.0
3974,Largo Town Center,1.9,5.0
3974,Morgan Boulevard,2.2,7.0
3974,Landover,2.7,6.0
3975,West Hyattsville,1.6,6.0
3975,Prince George's Plaza,1.7,6.0
3975,College Park-U Of MD,2.2,6.0
3976,West Hyattsville,1.0,4.0
3976,Prince George's Plaza,1.9,6.0
3977,Prince George's Plaza,1.0,4.0
3977,West Hyattsville,1.5,5.0
3977,College Park-U Of MD,2.2,6.0
3978,Prince George's Plaza,0.9,3.0
3978,West Hyattsville,1.6,5.0
3978,College Park-U Of MD,1.9,6.0
3979,Landover,1.4,5.0
3979,Cheverly,1.9,4.0
398,None,,
3980,West Hyattsville,1.6,6.0
3980,Prince George's Plaza,1.8,7.0
3980,College Park-U Of MD,2.6,8.0
3981,Prince George's Plaza,1.1,4.0
3981,West Hyattsville,1.4,5.0
3981,College Park-U Of MD,2.2,7.0
3982,Prince George's Plaza,1.0,4.0
3982,West Hyattsville,1.5,5.0
3982,College Park-U Of MD,2.2,6.0
3983,Prince George's Plaza,1.3,5.0
3983,West Hyattsville,1.4,5.0
3983,College Park-U Of MD,2.5,8.0
3984,Prince George's Plaza,1.5,6.0
3984,West Hyattsville,1.9,7.0
3984,College Park-U Of MD,2.2,7.0
3985,Prince George's Plaza,0.9,3.0
3985,West Hyattsville,1.5,5.0
3985,College Park-U Of MD,2.1,6.0
3986,Prince George's Plaza,1.2,5.0
3986,West Hyattsville,1.5,5.0
3986,College Park-U Of MD,2.3,7.0
3987,Prince George's Plaza,2.3,6.0
3987,West Hyattsville,2.4,7.0
3988,Prince George's Plaza,0.8,3.0
3988,West Hyattsville,1.4,5.0
3988,College Park-U Of MD,2.3,7.0
3989,Prince George's Plaza,1.5,5.0
3989,College Park-U Of MD,1.9,6.0
3989,West Hyattsville,2.0,7.0
399,None,,
3990,Prince George's Plaza,1.2,4.0
3990,West Hyattsville,1.4,5.0
3990,College Park-U Of MD,2.3,7.0
3991,Prince George's Plaza,0.9,3.0
3991,West Hyattsville,1.6,5.0
3991,College Park-U Of MD,1.9,6.0
3992,None,,
3993,None,,
3994,None,,
3995,None,,
3996,None,,
3997,None,,
3998,None,,
3999,None,,
4,None,,
40,Crystal City,2.1,8.0
40,King Street,2.2,8.0
40,Braddock Road,2.2,6.0
40,Ronald Reagan Washington National Airport,2.4,8.0
400,None,,
4000,None,,
4001,None,,
4002,None,,
4003,None,,
4004,None,,
4005,None,,
4006,None,,
4007,None,,
4008,None,,
4009,None,,
401,None,,
4010,None,,
4011,None,,
4012,None,,
4013,None,,
4014,None,,
4015,Forest Glen,2.1,6.0
4015,Wheaton,2.4,7.0
4015,Grosvenor-Strathmore,4.1,9.0
4016,None,,
4017,None,,
4018,None,,
4019,None,,
402,None,,
4020,None,,
4021,None,,
4022,None,,
4023,None,,
4024,None,,
4025,None,,
4026,None,,
4027,None,,
4028,Wheaton,1.4,4.0
4028,Glenmont,2.7,8.0
4028,Forest Glen,2.8,8.0
4029,None,,
403,None,,
4030,None,,
4031,None,,
4032,Wheaton,1.7,5.0
4032,Grosvenor-Strathmore,2.9,8.0
4033,None,,
4034,Wheaton,2.3,7.0
4034,Glenmont,2.7,8.0
4034,Grosvenor-Strathmore,3.3,8.0
4034,White Flint,3.8,9.0
4035,Wheaton,1.8,6.0
4035,Grosvenor-Strathmore,2.8,7.0
4036,Wheaton,2.1,6.0
4036,Forest Glen,2.8,7.0
4036,Grosvenor-Strathmore,4.0,8.0
4037,Wheaton,2.2,9.0
4037,Grosvenor-Strathmore,2.5,8.0
4038,Forest Glen,2.1,6.0
4038,Wheaton,2.4,7.0
4038,Grosvenor-Strathmore,4.1,9.0
4039,Wheaton,2.1,6.0
4039,Forest Glen,2.7,7.0
4039,Grosvenor-Strathmore,4.0,8.0
404,None,,
4040,Wheaton,2.1,6.0
4040,Forest Glen,2.8,7.0
4040,Grosvenor-Strathmore,4.0,8.0
4041,Wheaton,2.1,6.0
4041,Forest Glen,2.8,7.0
4041,Grosvenor-Strathmore,4.0,8.0
4042,Wheaton,2.2,8.0
4042,Grosvenor-Strathmore,2.5,7.0
4043,None,,
4044,None,,
4045,None,,
4046,None,,
4047,None,,
4048,None,,
4049,None,,
405,None,,
4050,None,,
4051,None,,
4052,None,,
4053,None,,
4054,None,,
4055,None,,
4056,None,,
4057,None,,
4058,None,,
4059,None,,
406,None,,
4060,None,,
4061,None,,
4062,None,,
4063,None,,
4064,None,,
4065,None,,
4066,None,,
4067,None,,
4068,None,,
4069,None,,
407,None,,
4070,None,,
4071,None,,
4072,None,,
4073,None,,
4074,None,,
4075,None,,
4076,None,,
4077,None,,
4078,None,,
4079,None,,
408,None,,
4080,None,,
4081,None,,
4082,None,,
4083,None,,
4084,None,,
4085,None,,
4086,None,,
4087,None,,
4088,None,,
4089,None,,
409,None,,
4090,None,,
4091,None,,
4092,None,,
4093,None,,
4094,None,,
4095,None,,
4096,None,,
4097,None,,
4098,None,,
4099,None,,
41,Van Dorn Street,3.5,11.0
410,None,,
4100,None,,
4101,None,,
4102,None,,
4103,None,,
4104,None,,
4105,None,,
4106,None,,
4107,None,,
4108,None,,
4109,None,,
411,None,,
4110,None,,
4111,None,,
4112,None,,
4113,None,,
4114,None,,
4115,None,,
4116,None,,
4117,None,,
4118,None,,
4119,None,,
412,None,,
4120,None,,
4121,None,,
4122,None,,
4123,None,,
4124,None,,
4125,None,,
4126,None,,
4127,None,,
4128,None,,
4129,None,,
413,None,,
4130,None,,
4131,None,,
4132,None,,
4133,None,,
4134,None,,
4135,None,,
4136,Landover,2.2,7.0
4136,New Carrollton,3.4,9.0
4136,Cheverly,4.4,7.0
4137,None,,
4138,Landover,2.7,8.0
4138,Cheverly,4.7,8.0
4139,Morgan Boulevard,0.3,1.0
4139,Addison Road-Seat Pleasant,2.4,5.0
4139,Largo Town Center,3.3,8.0
414,None,,
4140,None,,
4141,Largo Town Center,1.2,4.0
4141,Morgan Boulevard,3.2,7.0
4142,Morgan Boulevard,1.5,5.0
4142,Largo Town Center,1.9,6.0
4142,Addison Road-Seat Pleasant,2.8,8.0
4143,Landover,0.9,3.0
4143,Cheverly,2.5,6.0
4143,New Carrollton,2.6,7.0
4144,Largo Town Center,1.2,5.0
4144,Morgan Boulevard,3.2,8.0
4145,None,,
4146,None,,
4147,None,,
4148,None,,
4149,None,,
415,None,,
4150,None,,
4151,None,,
4152,None,,
4153,None,,
4154,Landover,1.4,4.0
4154,New Carrollton,2.6,6.0
4155,Landover,1.0,4.0
4155,Cheverly,2.0,6.0
4155,New Carrollton,2.6,7.0
4156,Landover,1.7,6.0
4156,New Carrollton,3.0,8.0
4157,None,,
4158,Landover,1.0,3.0
4158,Cheverly,2.3,6.0
4158,New Carrollton,2.3,6.0
4159,Morgan Boulevard,2.4,7.0
4159,Largo Town Center,2.7,7.0
4159,Landover,3.0,8.0
416,Braddock Road,0.9,5.0
416,King Street,1.8,7.0
416,Eisenhower Avenue,3.8,11.0
4160,Landover,1.1,4.0
4160,Cheverly,2.0,6.0
4160,New Carrollton,2.7,8.0
4161,None,,
4162,None,,
4163,None,,
4164,Takoma,2.6,9.0
4165,None,,
4166,None,,
4167,Takoma,2.8,9.0
4168,Takoma,2.7,9.0
4169,None,,
417,None,,
4170,None,,
4171,None,,
4172,New Carrollton,2.8,5.0
4172,Landover,3.5,7.0
4173,New Carrollton,0.8,14.0
4174,New Carrollton,3.8,7.0
4175,None,,
4176,None,,
4177,None,,
4178,None,,
4179,None,,
418,None,,
4180,None,,
4181,None,,
4182,New Carrollton,0.9,16.0
4183,None,,
4184,New Carrollton,1.7,5.0
4184,Landover,2.7,6.0
4185,College Park-U Of MD,3.9,10.0
4185,New Carrollton,3.9,8.0
4186,None,,
4187,Largo Town Center,0.6,1.0
4187,Morgan Boulevard,3.6,8.0
4188,Largo Town Center,0.6,2.0
4188,Morgan Boulevard,3.2,7.0
4189,Largo Town Center,0.7,2.0
4189,Morgan Boulevard,3.7,9.0
419,None,,
4190,Largo Town Center,1.3,4.0
4190,Morgan Boulevard,3.8,9.0
4191,None,,
4192,None,,
4193,Largo Town Center,0.9,3.0
4193,Morgan Boulevard,3.2,8.0
4194,None,,
4195,Largo Town Center,1.3,4.0
4195,Morgan Boulevard,3.9,9.0
4196,None,,
4197,None,,
4198,Largo Town Center,0.6,1.0
4198,Morgan Boulevard,3.6,9.0
4199,Largo Town Center,0.9,2.0
4199,Morgan Boulevard,3.0,7.0
42,None,,
420,Van Dorn Street,2.8,9.0
4200,Largo Town Center,0.9,2.0
4200,Morgan Boulevard,2.9,7.0
4201,None,,
4202,None,,
4203,None,,
4204,None,,
4205,None,,
4206,None,,
4207,None,,
4208,None,,
4209,None,,
421,None,,
4210,None,,
4211,None,,
4212,None,,
4213,None,,
4214,None,,
4215,None,,
4216,None,,
4217,None,,
4218,None,,
4219,None,,
422,None,,
4220,None,,
4221,None,,
4222,None,,
4223,None,,
4224,None,,
4225,None,,
4226,None,,
4227,None,,
4228,None,,
4229,None,,
423,None,,
4230,None,,
4231,None,,
4232,None,,
4233,None,,
4234,None,,
4235,None,,
4236,None,,
4237,None,,
4238,None,,
4239,None,,
424,Van Dorn Street,5.5,11.0
4240,None,,
4241,None,,
4242,None,,
4243,None,,
4244,None,,
4245,None,,
4246,None,,
4247,None,,
4248,None,,
4249,None,,
425,Van Dorn Street,1.0,18.0
4250,None,,
4251,None,,
4252,None,,
4253,None,,
4254,None,,
4255,None,,
4256,None,,
4257,None,,
4258,None,,
4259,None,,
426,None,,
4260,None,,
4261,None,,
4262,None,,
4263,None,,
4264,None,,
4265,None,,
4266,None,,
4267,None,,
4268,None,,
4269,None,,
427,None,,
4270,None,,
4271,None,,
4272,None,,
4273,None,,
4274,None,,
4275,None,,
4276,None,,
4277,None,,
4278,None,,
4279,None,,
428,None,,
4280,None,,
4281,None,,
4282,None,,
4283,None,,
4284,None,,
4285,None,,
4286,None,,
4287,None,,
4288,None,,
4289,None,,
429,None,,
4290,None,,
4291,None,,
4292,None,,
4293,None,,
4294,None,,
4295,None,,
4296,None,,
4297,None,,
4298,None,,
4299,None,,
43,Van Dorn Street,0.8,16.0
430,None,,
4300,None,,
4301,None,,
4302,None,,
4303,None,,
4304,None,,
4305,None,,
4306,None,,
4307,None,,
4308,None,,
4309,None,,
431,Van Dorn Street,0.7,13.0
4310,None,,
4311,None,,
4312,None,,
4313,None,,
4314,None,,
4315,None,,
4316,None,,
4317,None,,
4318,None,,
4319,None,,
432,None,,
4320,None,,
4321,None,,
4322,None,,
4323,None,,
4324,None,,
4325,None,,
4326,None,,
4327,None,,
4328,None,,
4329,None,,
433,None,,
4330,None,,
4331,None,,
4332,None,,
4333,None,,
4334,None,,
4335,None,,
4336,None,,
4337,None,,
4338,None,,
4339,None,,
434,None,,
4340,None,,
4341,None,,
4342,None,,
4343,None,,
4344,None,,
4345,None,,
4346,None,,
4347,None,,
4348,None,,
4349,None,,
435,None,,
4350,None,,
4351,None,,
4352,None,,
4353,None,,
4354,None,,
4355,None,,
4356,None,,
4357,None,,
4358,None,,
4359,None,,
436,None,,
4360,None,,
4361,None,,
4362,None,,
4363,North Linthicum,0.6,2.0
4363,Nursery Road,1.0,3.0
4363,Linthicum,2.0,6.0
4363,Ferndale,2.0,5.0
4363,Baltimore Highlands,2.5,7.0
4364,Linthicum,1.3,4.0
4364,BWI Business District,1.9,5.0
4364,Ferndale,2.2,7.0
4364,North Linthicum,2.4,6.0
4364,BWI Airport,3.4,9.0
4365,None,,
4366,None,,
4367,Linthicum,1.3,4.0
4367,North Linthicum,1.8,6.0
4367,Nursery Road,2.3,6.0
4367,BWI Business District,2.8,7.0
4367,Baltimore Highlands,3.8,10.0
4368,None,,
4369,None,,
437,Crystal City,2.3,7.0
437,Ronald Reagan Washington National Airport,2.7,8.0
437,Pentagon City,3.0,5.0
4370,None,,
4371,None,,
4372,None,,
4373,None,,
4374,None,,
4375,None,,
4376,None,,
4377,None,,
4378,None,,
4379,None,,
438,None,,
4380,None,,
4381,None,,
4382,None,,
4383,None,,
4384,None,,
4385,None,,
4386,None,,
4387,None,,
4388,None,,
4389,None,,
439,None,,
4390,None,,
4391,None,,
4392,None,,
4393,None,,
4394,None,,
4395,None,,
4396,None,,
4397,None,,
4398,None,,
4399,None,,
44,Van Dorn Street,1.0,19.0
440,None,,
4400,None,,
4401,None,,
4402,None,,
4403,None,,
4404,None,,
4405,None,,
4406,None,,
4407,None,,
4408,None,,
4409,None,,
441,None,,
4410,None,,
4411,None,,
4412,None,,
4413,None,,
4414,None,,
4415,None,,
4416,None,,
4417,None,,
4418,None,,
4419,None,,
442,None,,
4420,None,,
4421,None,,
4422,None,,
4423,None,,
4424,None,,
4425,None,,
4426,None,,
4427,None,,
4428,None,,
4429,None,,
443,None,,
4430,None,,
4431,None,,
4432,None,,
4433,None,,
4434,None,,
4435,None,,
4436,None,,
4437,None,,
4438,None,,
4439,None,,
444,None,,
4440,None,,
4441,None,,
4442,None,,
4443,None,,
4444,None,,
4445,None,,
4446,None,,
4447,None,,
4448,None,,
4449,None,,
445,None,,
4450,None,,
4451,None,,
4452,None,,
4453,None,,
4454,None,,
4455,None,,
4456,None,,
4457,None,,
4458,None,,
4459,None,,
446,None,,
4460,None,,
4461,None,,
4462,None,,
4463,None,,
4464,None,,
4465,None,,
4466,None,,
4467,None,,
4468,None,,
4469,None,,
447,None,,
4470,None,,
4471,None,,
4472,None,,
4473,None,,
4474,None,,
4475,None,,
4476,None,,
4477,None,,
4478,None,,
4479,None,,
448,None,,
4480,None,,
4481,None,,
4482,None,,
4483,None,,
4484,None,,
4485,None,,
4486,None,,
4487,None,,
4488,None,,
4489,None,,
449,None,,
4490,None,,
4491,None,,
4492,None,,
4493,None,,
4494,None,,
4495,None,,
4496,None,,
4497,None,,
4498,None,,
4499,None,,
45,Van Dorn Street,0.6,11.0
450,None,,
4500,None,,
4501,None,,
4502,None,,
4503,None,,
4504,None,,
4505,None,,
4506,None,,
4507,None,,
4508,None,,
4509,None,,
451,Franconia-Springfield,2.3,6.0
4510,None,,
4511,None,,
4512,None,,
4513,None,,
4514,None,,
4515,None,,
4516,None,,
4517,None,,
4518,None,,
4519,None,,
452,Franconia-Springfield,3.0,6.0
452,Van Dorn Street,3.2,8.0
4520,None,,
4521,None,,
4522,None,,
4523,Branch Avenue,2.5,7.0
4523,Suitland,2.5,8.0
4523,Naylor Road,2.6,7.0
4523,Southern Avenue,3.9,8.0
4524,Suitland,2.9,9.0
4524,Naylor Road,3.0,8.0
4524,Southern Avenue,3.4,8.0
4525,Naylor Road,1.5,5.0
4525,Suitland,1.9,8.0
4525,Southern Avenue,2.3,8.0
4526,Suitland,2.1,7.0
4526,Branch Avenue,2.1,6.0
4526,Naylor Road,2.3,6.0
4526,Southern Avenue,4.2,10.0
4527,None,,
4528,Branch Avenue,2.9,8.0
4528,Suitland,2.9,9.0
4529,None,,
453,Van Dorn Street,0.2,4.0
4530,Spring Hill,0.5,3.0
4530,Greensboro,0.9,4.0
4530,McLean,3.3,6.0
4530,Tysons Corner,3.6,7.0
4531,Tysons Corner,0.5,1.0
4531,McLean,1.2,5.0
4531,Greensboro,1.4,3.0
4531,Spring Hill,1.8,5.0
4532,None,,
4533,None,,
4534,Tysons Corner,1.0,4.0
4534,Greensboro,1.0,3.0
4534,Spring Hill,1.4,4.0
4534,McLean,2.9,5.0
4535,McLean,1.5,4.0
4535,Tysons Corner,2.4,7.0
4535,Greensboro,3.4,9.0
4535,West Falls Church,3.4,7.0
4535,Spring Hill,4.4,9.0
4536,McLean,0.5,9.0
4537,Spring Hill,1.2,3.0
4537,Tysons Corner,1.4,4.0
4537,Greensboro,1.5,4.0
4537,McLean,4.0,7.0
4538,Spring Hill,0.9,4.0
4538,Greensboro,1.6,4.0
4538,McLean,2.3,4.0
4538,Tysons Corner,2.5,5.0
4539,McLean,0.7,3.0
4539,Tysons Corner,1.6,6.0
4539,Greensboro,2.6,8.0
4539,West Falls Church,3.1,7.0
454,None,,
4540,McLean,0.8,4.0
4540,Tysons Corner,2.4,6.0
4540,Greensboro,2.4,8.0
4540,West Falls Church,2.7,9.0
4540,Spring Hill,2.9,9.0
4541,None,,
4542,None,,
4543,Tysons Corner,1.0,4.0
4543,Greensboro,1.0,3.0
4543,Spring Hill,1.4,5.0
4543,McLean,2.9,5.0
4544,None,,
4545,None,,
4546,None,,
4547,None,,
4548,None,,
4549,None,,
455,None,,
4550,None,,
4551,None,,
4552,None,,
4553,None,,
4554,None,,
4555,None,,
4556,None,,
4557,None,,
4558,Greensboro,0.6,1.0
4558,Spring Hill,1.0,3.0
4558,Tysons Corner,1.2,3.0
4558,McLean,2.5,4.0
4559,None,,
456,None,,
4560,McLean,0.7,2.0
4560,Tysons Corner,1.2,2.0
4560,Greensboro,2.3,5.0
4560,Spring Hill,2.7,6.0
4560,West Falls Church,4.4,9.0
4561,McLean,0.5,2.0
4561,Tysons Corner,1.3,4.0
4561,Greensboro,2.4,6.0
4561,Spring Hill,2.8,8.0
4562,Greensboro,0.8,2.0
4562,Spring Hill,1.2,3.0
4562,Tysons Corner,1.4,4.0
4562,McLean,2.4,4.0
4563,None,,
4564,None,,
4565,None,,
4566,None,,
4567,None,,
4568,None,,
4569,None,,
457,None,,
4570,McLean,0.4,2.0
4570,Tysons Corner,1.3,4.0
4570,Greensboro,2.3,6.0
4570,Spring Hill,2.7,8.0
4571,None,,
4572,None,,
4573,None,,
4574,McLean,0.7,2.0
4574,Tysons Corner,1.5,4.0
4574,Greensboro,2.5,7.0
4574,Spring Hill,3.0,8.0
4575,None,,
4576,McLean,0.4,7.0
4577,None,,
4578,None,,
4579,None,,
458,King Street,0.9,4.0
458,Braddock Road,1.0,4.0
458,Eisenhower Avenue,2.6,9.0
458,Huntington,3.0,10.0
4580,None,,
4581,None,,
4582,None,,
4583,None,,
4584,None,,
4585,McLean,0.6,2.0
4585,Tysons Corner,1.5,5.0
4585,Greensboro,2.5,7.0
4585,Spring Hill,2.9,9.0
4585,West Falls Church,4.4,9.0
4586,None,,
4587,None,,
4588,None,,
4589,McLean,0.8,3.0
4589,Tysons Corner,2.3,6.0
4589,Greensboro,2.4,7.0
4589,West Falls Church,2.6,8.0
4589,Spring Hill,2.8,9.0
459,Braddock Road,0.9,3.0
459,King Street,0.9,4.0
459,Eisenhower Avenue,2.9,8.0
459,Huntington,3.5,10.0
4590,None,,
4591,None,,
4592,None,,
4593,None,,
4594,None,,
4595,None,,
4596,None,,
4597,None,,
4598,None,,
4599,None,,
46,Huntington,1.8,5.0
46,Braddock Road,2.8,9.0
46,Eisenhower Avenue,2.9,5.0
46,King Street,3.6,8.0
460,None,,
4600,None,,
4601,None,,
4602,None,,
4603,None,,
4604,None,,
4605,None,,
4606,None,,
4607,McLean,1.7,5.0
4607,Tysons Corner,2.2,5.0
4607,Greensboro,2.3,7.0
4607,West Falls Church,2.5,8.0
4607,Spring Hill,2.7,8.0
4608,None,,
4609,None,,
461,None,,
4610,McLean,0.5,9.0
4611,None,,
4612,None,,
4613,None,,
4614,None,,
4615,None,,
4616,None,,
4617,None,,
4618,None,,
4619,None,,
462,None,,
4620,None,,
4621,None,,
4622,None,,
4623,None,,
4624,None,,
4625,McLean,0.4,2.0
4625,Tysons Corner,1.3,4.0
4625,Greensboro,2.3,6.0
4625,Spring Hill,2.7,8.0
4626,None,,
4627,None,,
4628,None,,
4629,None,,
463,None,,
4630,None,,
4631,None,,
4632,None,,
4633,None,,
4634,None,,
4635,None,,
4636,None,,
4637,None,,
4638,None,,
4639,None,,
464,None,,
4640,None,,
4641,None,,
4642,None,,
4643,None,,
4644,None,,
4645,McLean,0.7,3.0
4645,Tysons Corner,1.6,6.0
4645,Greensboro,2.6,8.0
4645,Spring Hill,3.0,9.0
4645,West Falls Church,4.5,10.0
4646,None,,
4647,None,,
4648,None,,
4649,None,,
465,None,,
4650,None,,
4651,None,,
4652,None,,
4653,None,,
4654,None,,
4655,Spring Hill,1.4,4.0
4655,Greensboro,1.7,4.0
4655,McLean,2.7,4.0
4655,Tysons Corner,2.9,5.0
4656,None,,
4657,McLean,0.4,2.0
4657,Tysons Corner,1.2,4.0
4657,Greensboro,2.3,6.0
4657,Spring Hill,2.7,8.0
4657,West Falls Church,4.2,8.0
4658,McLean,0.3,1.0
4658,Tysons Corner,1.2,4.0
4658,Greensboro,2.2,6.0
4658,Spring Hill,2.6,8.0
4658,West Falls Church,4.1,8.0
4659,McLean,0.4,2.0
4659,Tysons Corner,1.3,5.0
4659,Greensboro,2.3,7.0
4659,Spring Hill,2.7,8.0
4659,West Falls Church,4.2,9.0
466,King Street,0.8,4.0
466,Braddock Road,0.9,4.0
466,Eisenhower Avenue,2.8,8.0
466,Huntington,3.4,10.0
4660,McLean,2.0,6.0
4660,Tysons Corner,2.5,6.0
4660,Greensboro,2.6,7.0
4660,Spring Hill,3.0,9.0
4660,West Falls Church,3.4,7.0
4661,None,,
4662,Spring Hill,0.5,2.0
4662,Greensboro,0.8,2.0
4662,Tysons Corner,1.6,5.0
4662,McLean,3.4,5.0
4663,McLean,0.5,9.0
4664,McLean,0.3,6.0
4665,McLean,0.3,1.0
4665,Tysons Corner,1.3,4.0
4665,Greensboro,2.3,6.0
4665,Spring Hill,2.7,7.0
4666,McLean,0.3,1.0
4666,Tysons Corner,1.1,3.0
4666,Greensboro,2.2,5.0
4666,Spring Hill,2.6,7.0
4667,McLean,0.3,1.0
4667,Tysons Corner,1.1,3.0
4667,Greensboro,2.2,5.0
4667,Spring Hill,2.6,7.0
4668,Greensboro,0.8,3.0
4668,Tysons Corner,0.8,3.0
4668,Spring Hill,1.2,4.0
4668,McLean,1.3,4.0
4669,McLean,0.4,2.0
4669,Tysons Corner,1.3,4.0
4669,Greensboro,2.3,6.0
4669,Spring Hill,2.7,8.0
467,None,,
4670,McLean,0.3,1.0
4670,Tysons Corner,1.1,3.0
4670,Greensboro,2.2,5.0
4670,Spring Hill,2.6,7.0
4671,McLean,0.3,1.0
4671,Tysons Corner,1.1,3.0
4671,Greensboro,2.2,5.0
4671,Spring Hill,2.6,6.0
4672,None,,
4673,Dunn Loring-Merrifield,0.2,4.0
4674,Dunn Loring-Merrifield,0.4,7.0
4675,None,,
4676,Dunn Loring-Merrifield,0.3,5.0
4677,None,,
4678,None,,
4679,None,,
468,None,,
4680,None,,
4681,None,,
4682,Dunn Loring-Merrifield,0.3,5.0
4683,None,,
4684,None,,
4685,None,,
4686,Dunn Loring-Merrifield,0.6,10.0
4687,Dunn Loring-Merrifield,1.0,19.0
4688,None,,
4689,None,,
469,None,,
4690,None,,
4691,None,,
4692,None,,
4693,None,,
4694,None,,
4695,None,,
4696,None,,
4697,None,,
4698,None,,
4699,None,,
47,Van Dorn Street,0.7,14.0
470,None,,
4700,None,,
4701,None,,
4702,None,,
4703,None,,
4704,None,,
4705,None,,
4706,None,,
4707,None,,
4708,None,,
4709,None,,
471,None,,
4710,None,,
4711,None,,
4712,None,,
4713,None,,
4714,None,,
4715,None,,
4716,None,,
4717,None,,
4718,None,,
4719,None,,
472,None,,
4720,None,,
4721,None,,
4722,None,,
4723,None,,
4724,None,,
4725,None,,
4726,None,,
4727,None,,
4728,None,,
4729,None,,
473,None,,
4730,None,,
4731,None,,
4732,None,,
4733,None,,
4734,None,,
4735,None,,
4736,None,,
4737,None,,
4738,None,,
4739,None,,
474,None,,
4740,None,,
4741,None,,
4742,None,,
4743,None,,
4744,None,,
4745,None,,
4746,None,,
4747,West Hyattsville,1.4,5.0
4747,Fort Totten,2.3,8.0
4747,Brookland-CUA,2.4,9.0
4747,Prince George's Plaza,2.7,8.0
4748,West Hyattsville,0.7,3.0
4748,Prince George's Plaza,2.0,6.0
4748,Fort Totten,2.5,9.0
4748,Brookland-CUA,2.6,10.0
4749,West Hyattsville,0.8,3.0
4749,Prince George's Plaza,2.0,6.0
4749,Fort Totten,2.3,8.0
4749,Brookland-CUA,2.4,8.0
475,None,,
4750,None,,
4751,None,,
4752,West Hyattsville,2.3,8.0
4752,Brookland-CUA,2.7,10.0
4753,None,,
4754,West Hyattsville,1.0,4.0
4754,Prince George's Plaza,2.3,7.0
4754,Fort Totten,2.3,9.0
4754,Brookland-CUA,2.5,9.0
4755,West Hyattsville,1.5,6.0
4755,Brookland-CUA,2.1,8.0
4755,Rhode Island Ave-Brentwood,2.3,10.0
4755,Prince George's Plaza,2.8,9.0
