pid,station,distance,time
5270,Grosvenor-Strathmore,1.9,5.0
5271,None,,
5272,None,,
5273,None,,
5274,White Flint,1.3,4.0
5274,Twinbrook,1.4,4.0
5274,Grosvenor-Strathmore,3.0,8.0
5275,Twinbrook,1.0,3.0
5275,White Flint,2.1,6.0
5276,Shady Grove,0.5,8.0
5277,None,,
5278,None,,
5279,None,,
528,Braddock Road,0.6,3.0
528,King Street,0.6,3.0
528,Eisenhower Avenue,2.8,7.0
528,Huntington,3.4,9.0
5280,Rockville,2.1,7.0
5280,Twinbrook,2.5,7.0
5281,White Flint,1.1,3.0
5281,Twinbrook,1.5,4.0
5281,Grosvenor-Strathmore,2.8,7.0
5282,None,,
5283,Twinbrook,1.4,3.0
5283,Rockville,2.2,6.0
5283,White Flint,2.5,6.0
5284,Twinbrook,0.7,3.0
5284,White Flint,1.7,5.0
5284,Rockville,2.1,7.0
5285,Rockville,1.1,4.0
5285,Twinbrook,1.3,4.0
5286,Shady Grove,2.9,8.0
5287,Rockville,0.6,3.0
5287,Twinbrook,2.3,7.0
5288,None,,
5289,None,,
529,Huntington,4.6,10.0
5290,Twinbrook,0.9,5.0
5290,White Flint,1.6,5.0
5291,Shady Grove,1.9,6.0
5291,Rockville,2.1,6.0
5292,None,,
5293,Rockville,1.0,3.0
5293,Twinbrook,1.9,6.0
5294,Rockville,2.3,7.0
5294,Twinbrook,2.7,7.0
5295,None,,
5296,None,,
5297,Grosvenor-Strathmore,0.6,2.0
5297,Medical Center,1.8,4.0
5297,White Flint,2.0,5.0
5298,Grosvenor-Strathmore,0.3,1.0
5298,White Flint,1.7,4.0
5298,Medical Center,2.0,4.0
5299,White Flint,1.5,5.0
5299,Twinbrook,2.2,6.0
5299,Grosvenor-Strathmore,2.9,9.0
53,Van Dorn Street,3.4,9.0
530,Eisenhower Avenue,1.1,5.0
530,King Street,1.4,5.0
530,Huntington,1.6,6.0
530,Braddock Road,2.2,10.0
5300,Grosvenor-Strathmore,0.7,3.0
5300,Medical Center,1.9,5.0
5300,White Flint,2.1,6.0
5301,None,,
5302,None,,
5303,None,,
5304,None,,
5305,Grosvenor-Strathmore,1.2,3.0
5305,White Flint,2.0,5.0
5306,None,,
5307,Twinbrook,0.8,2.0
5307,White Flint,1.8,5.0
5308,None,,
5309,Rockville,0.6,11.0
531,King Street,1.3,7.0
531,Braddock Road,1.9,8.0
531,Eisenhower Avenue,2.5,6.0
531,Huntington,3.1,8.0
5310,Rockville,2.3,7.0
5310,Twinbrook,2.8,8.0
5311,None,,
5312,None,,
5313,None,,
5314,White Flint,1.3,4.0
5314,Grosvenor-Strathmore,2.1,6.0
5314,Twinbrook,2.3,7.0
5315,None,,
5316,None,,
5317,None,,
5318,None,,
5319,None,,
532,King Street,1.3,7.0
532,Braddock Road,1.9,8.0
532,Eisenhower Avenue,2.5,6.0
532,Huntington,3.1,8.0
5320,None,,
5321,None,,
5322,None,,
5323,None,,
5324,None,,
5325,None,,
5326,Rockville,2.8,8.0
5327,None,,
5328,White Flint,1.4,5.0
5328,Grosvenor-Strathmore,1.6,5.0
5329,None,,
533,King Street,1.3,7.0
533,Braddock Road,1.8,8.0
533,Eisenhower Avenue,2.5,6.0
533,Huntington,3.1,8.0
5330,None,,
5331,None,,
5332,None,,
5333,None,,
5334,None,,
5335,None,,
5336,None,,
5337,None,,
5338,White Flint,1.0,3.0
5338,Twinbrook,1.1,4.0
5338,Grosvenor-Strathmore,2.9,8.0
5339,None,,
534,King Street,0.5,2.0
534,Braddock Road,1.2,5.0
534,Eisenhower Avenue,1.6,5.0
534,Huntington,2.0,7.0
5340,None,,
5341,None,,
5342,None,,
5343,None,,
5344,None,,
5345,None,,
5346,None,,
5347,None,,
5348,None,,
5349,Shady Grove,0.6,10.0
535,King Street,0.5,2.0
535,Braddock Road,1.2,5.0
535,Eisenhower Avenue,1.6,5.0
535,Huntington,2.0,7.0
5350,None,,
5351,None,,
5352,None,,
5353,None,,
5354,None,,
5355,White Flint,0.5,1.0
5355,Twinbrook,1.7,5.0
5355,Grosvenor-Strathmore,1.9,4.0
5356,Grosvenor-Strathmore,1.1,3.0
5356,White Flint,1.9,5.0
5357,None,,
5358,White Flint,1.3,4.0
5358,Twinbrook,1.3,4.0
5358,Grosvenor-Strathmore,3.0,8.0
5359,None,,
536,King Street,0.5,2.0
536,Braddock Road,0.8,3.0
536,Eisenhower Avenue,1.2,4.0
536,Huntington,2.3,7.0
5360,None,,
5361,None,,
5362,Rockville,0.4,7.0
5363,None,,
5364,None,,
5365,None,,
5366,None,,
5367,None,,
5368,None,,
5369,None,,
537,Braddock Road,0.9,3.0
537,King Street,0.9,4.0
537,Eisenhower Avenue,2.9,8.0
537,Huntington,3.5,10.0
5370,Shady Grove,0.8,16.0
5371,None,,
5372,None,,
5373,None,,
5374,None,,
5375,None,,
5376,None,,
5377,Grosvenor-Strathmore,1.4,4.0
5377,White Flint,1.4,4.0
5378,None,,
5379,None,,
538,King Street,1.1,6.0
538,Braddock Road,1.6,7.0
538,Eisenhower Avenue,2.9,8.0
538,Huntington,3.5,10.0
5380,None,,
5381,None,,
5382,None,,
5383,None,,
5384,None,,
5385,None,,
5386,None,,
5387,None,,
5388,None,,
5389,None,,
539,King Street,1.1,6.0
539,Braddock Road,1.6,7.0
539,Eisenhower Avenue,2.9,8.0
539,Huntington,3.5,10.0
5390,None,,
5391,None,,
5392,None,,
5393,None,,
5394,None,,
5395,None,,
5396,None,,
5397,None,,
5398,None,,
5399,None,,
54,Van Dorn Street,0.1,1.0
540,King Street,0.6,3.0
540,Braddock Road,1.0,4.0
540,Eisenhower Avenue,2.3,5.0
540,Huntington,2.9,7.0
5400,None,,
5401,None,,
5402,Twinbrook,0.7,3.0
5402,White Flint,1.4,4.0
5403,Twinbrook,0.4,8.0
5403,White Flint,1.0,18.0
5404,Rockville,0.8,15.0
5405,White Flint,0.4,1.0
5405,Twinbrook,1.4,4.0
5405,Grosvenor-Strathmore,2.1,5.0
5406,Twinbrook,2.7,7.0
5406,White Flint,3.3,8.0
5407,Rockville,0.6,11.0
5408,Rockville,0.9,18.0
5409,Shady Grove,0.6,11.0
541,King Street,1.0,5.0
541,Braddock Road,1.5,6.0
541,Eisenhower Avenue,2.2,5.0
541,Huntington,2.8,7.0
5410,None,,
5411,White Flint,0.7,3.0
5411,Twinbrook,2.0,7.0
5411,Grosvenor-Strathmore,2.2,6.0
5412,White Flint,1.2,4.0
5412,Twinbrook,1.6,5.0
5412,Grosvenor-Strathmore,3.0,8.0
5413,Twinbrook,1.1,3.0
5413,Rockville,1.4,5.0
5413,White Flint,2.1,5.0
5414,Twinbrook,1.1,4.0
5414,Rockville,1.4,5.0
5414,White Flint,2.2,5.0
5415,Rockville,0.7,13.0
5416,Twinbrook,1.1,3.0
5416,White Flint,2.2,6.0
5417,White Flint,0.4,1.0
5417,Twinbrook,1.6,5.0
5417,Grosvenor-Strathmore,1.8,5.0
5418,Rockville,0.2,4.0
5419,Rockville,2.1,6.0
542,King Street,0.5,2.0
542,Braddock Road,0.8,3.0
542,Eisenhower Avenue,1.1,4.0
542,Huntington,2.3,7.0
5420,White Flint,0.5,2.0
5420,Twinbrook,1.3,4.0
5420,Grosvenor-Strathmore,2.2,6.0
5421,Twinbrook,1.0,3.0
5421,White Flint,2.1,6.0
5422,White Flint,0.3,1.0
5422,Twinbrook,1.5,5.0
5422,Grosvenor-Strathmore,1.6,4.0
5423,Rockville,0.9,16.0
5424,Rockville,0.6,3.0
5424,Twinbrook,2.6,8.0
5425,Twinbrook,0.5,3.0
5425,White Flint,1.5,5.0
5426,Rockville,0.1,2.0
5427,White Flint,0.5,1.0
5427,Grosvenor-Strathmore,1.5,3.0
5427,Twinbrook,1.7,5.0
5428,White Flint,0.3,1.0
5428,Twinbrook,1.6,5.0
5428,Grosvenor-Strathmore,1.9,5.0
5429,Rockville,0.9,17.0
543,King Street,1.3,7.0
543,Braddock Road,1.8,8.0
543,Eisenhower Avenue,2.5,6.0
543,Huntington,3.1,8.0
5430,Rockville,0.8,16.0
5431,White Flint,0.2,1.0
5431,Twinbrook,1.4,5.0
5431,Grosvenor-Strathmore,1.7,4.0
5432,None,,
5433,None,,
5434,Twinbrook,0.3,5.0
5434,White Flint,1.0,18.0
5435,None,,
5436,None,,
5437,None,,
5438,None,,
5439,None,,
544,Van Dorn Street,0.9,17.0
5440,None,,
5441,None,,
5442,None,,
5443,None,,
5444,None,,
5445,None,,
5446,None,,
5447,None,,
5448,None,,
5449,None,,
545,Van Dorn Street,0.8,15.0
5450,None,,
5451,None,,
5452,None,,
5453,None,,
5454,None,,
5455,None,,
5456,None,,
5457,None,,
5458,None,,
5459,None,,
546,Braddock Road,0.4,2.0
546,King Street,0.6,2.0
546,Eisenhower Avenue,1.6,6.0
546,Huntington,2.6,9.0
5460,None,,
5461,None,,
5462,None,,
5463,None,,
5464,None,,
5465,None,,
5466,None,,
5467,None,,
5468,None,,
5469,None,,
547,King Street,1.7,9.0
547,Braddock Road,2.3,10.0
547,Eisenhower Avenue,2.9,8.0
547,Huntington,3.5,10.0
5470,None,,
5471,None,,
5472,None,,
5473,None,,
5474,None,,
5475,None,,
5476,None,,
5477,None,,
5478,None,,
5479,None,,
548,King Street,0.2,1.0
548,Braddock Road,0.8,4.0
548,Eisenhower Avenue,1.3,5.0
548,Huntington,2.2,8.0
5480,None,,
5481,None,,
5482,None,,
5483,None,,
5484,None,,
5485,None,,
5486,None,,
5487,None,,
5488,None,,
5489,None,,
549,King Street,0.8,4.0
549,Braddock Road,1.2,5.0
549,Eisenhower Avenue,2.5,6.0
549,Huntington,3.1,8.0
5490,None,,
5491,None,,
5492,None,,
5493,None,,
5494,None,,
5495,None,,
5496,None,,
5497,None,,
5498,None,,
5499,None,,
55,Braddock Road,1.1,4.0
55,King Street,2.0,7.0
55,Eisenhower Avenue,4.0,10.0
550,King Street,1.0,6.0
550,Braddock Road,1.4,6.0
550,Eisenhower Avenue,2.5,6.0
550,Huntington,3.1,8.0
5500,None,,
5501,None,,
5502,None,,
5503,None,,
5504,None,,
5505,None,,
5506,None,,
5507,None,,
5508,None,,
5509,None,,
551,King Street,0.5,2.0
551,Braddock Road,0.8,3.0
551,Eisenhower Avenue,1.2,5.0
551,Huntington,2.4,8.0
5510,None,,
5511,None,,
5512,None,,
5513,None,,
5514,None,,
5515,None,,
5516,None,,
5517,None,,
5518,Capitol Heights,1.4,4.0
5518,Cheverly,1.6,5.0
5518,Addison Road-Seat Pleasant,1.8,7.0
5518,Deanwood,2.2,7.0
5518,Morgan Boulevard,4.0,12.0
5519,Capitol Heights,2.2,7.0
5519,Addison Road-Seat Pleasant,2.4,5.0
5519,Cheverly,2.6,7.0
5519,Morgan Boulevard,2.8,8.0
552,King Street,1.4,7.0
552,Braddock Road,1.9,7.0
552,Eisenhower Avenue,2.8,8.0
552,Huntington,3.4,10.0
5520,None,,
5521,None,,
5522,None,,
5523,None,,
5524,None,,
5525,None,,
5526,None,,
5527,None,,
5528,None,,
5529,None,,
553,King Street,0.4,2.0
553,Braddock Road,0.8,3.0
553,Eisenhower Avenue,1.9,7.0
553,Huntington,2.4,8.0
5530,None,,
5531,None,,
5532,None,,
5533,None,,
5534,None,,
5535,None,,
5536,None,,
5537,None,,
5538,None,,
5539,None,,
554,None,,
5540,None,,
5541,None,,
5542,None,,
5543,None,,
5544,None,,
5545,None,,
5546,None,,
5547,None,,
5548,None,,
5549,None,,
555,King Street,0.7,4.0
555,Braddock Road,1.1,4.0
555,Eisenhower Avenue,2.7,7.0
555,Huntington,3.3,9.0
5550,None,,
5551,None,,
5552,None,,
5553,None,,
5554,None,,
5555,None,,
5556,None,,
5557,None,,
5558,None,,
5559,None,,
556,None,,
5560,None,,
5561,None,,
5562,None,,
5563,None,,
5564,None,,
5565,None,,
5566,None,,
5567,None,,
5568,None,,
5569,None,,
557,None,,
5570,None,,
5571,None,,
5572,None,,
5573,None,,
5574,None,,
5575,None,,
5576,None,,
5577,None,,
5578,None,,
5579,None,,
558,King Street,0.4,1.0
558,Braddock Road,0.5,2.0
558,Eisenhower Avenue,1.4,6.0
558,Huntington,2.5,9.0
5580,None,,
5581,None,,
5582,None,,
5583,None,,
5584,None,,
5585,None,,
5586,Suitland,1.1,5.0
5586,Naylor Road,1.9,6.0
5586,Branch Avenue,3.2,9.0
5587,Naylor Road,0.5,2.0
5587,Suitland,2.2,8.0
5587,Southern Avenue,2.5,6.0
5588,Suitland,1.0,4.0
5588,Naylor Road,1.7,5.0
5588,Branch Avenue,3.1,9.0
5589,None,,
559,None,,
5590,None,,
5591,None,,
5592,None,,
5593,Suitland,1.8,6.0
5593,Naylor Road,1.9,6.0
5593,Branch Avenue,2.5,7.0
5594,Suitland,0.8,4.0
5594,Naylor Road,2.1,4.0
5594,Branch Avenue,3.1,8.0
5595,Suitland,0.9,4.0
5595,Naylor Road,2.3,5.0
5595,Branch Avenue,3.2,9.0
5596,Suitland,0.9,4.0
5596,Naylor Road,2.3,5.0
5596,Branch Avenue,3.2,9.0
5597,Silver Spring,1.0,4.0
5597,Takoma,1.6,6.0
5597,Forest Glen,1.9,6.0
5598,None,,
5599,Wheaton,1.5,4.0
5599,Forest Glen,3.5,7.0
56,None,,
560,King Street,0.5,3.0
560,Braddock Road,0.8,4.0
560,Eisenhower Avenue,1.2,5.0
560,Huntington,2.4,8.0
5600,Silver Spring,1.0,5.0
5600,Forest Glen,1.4,5.0
5600,Takoma,2.0,8.0
5601,Silver Spring,1.0,4.0
5601,Forest Glen,1.5,4.0
5601,Takoma,2.3,8.0
5602,None,,
5603,Silver Spring,0.9,3.0
5603,Forest Glen,1.6,5.0
5603,Takoma,1.9,7.0
5604,None,,
5605,Silver Spring,0.8,3.0
5605,Takoma,1.5,5.0
5605,Forest Glen,1.9,6.0
5606,Silver Spring,1.1,4.0
5606,Takoma,1.5,6.0
5606,Forest Glen,2.0,6.0
5607,Forest Glen,1.6,5.0
5607,Silver Spring,1.9,5.0
5608,Silver Spring,0.7,2.0
5608,Takoma,2.0,6.0
5608,Forest Glen,2.2,6.0
5609,None,,
561,Huntington,0.9,3.0
561,Eisenhower Avenue,1.3,2.0
561,King Street,2.0,6.0
561,Braddock Road,2.9,10.0
5610,None,,
5611,None,,
5612,None,,
5613,Silver Spring,0.5,3.0
5613,Takoma,1.5,6.0
5613,Forest Glen,2.2,7.0
5614,None,,
5615,Silver Spring,0.5,1.0
5615,Takoma,1.2,4.0
5615,Forest Glen,2.4,7.0
5616,Wheaton,0.4,2.0
5616,Glenmont,1.4,3.0
5617,None,,
5618,None,,
5619,Glenmont,0.5,1.0
5619,Wheaton,1.9,6.0
562,None,,
5620,Glenmont,1.0,3.0
5620,Wheaton,2.1,6.0
5621,None,,
5622,Silver Spring,0.8,3.0
5622,Forest Glen,1.5,4.0
5622,Takoma,2.1,8.0
5623,None,,
5624,None,,
5625,Silver Spring,1.6,4.0
5625,Forest Glen,1.9,6.0
5626,Silver Spring,1.3,5.0
5626,Takoma,1.9,7.0
5626,Forest Glen,2.0,6.0
5627,None,,
5628,Glenmont,1.9,5.0
5629,None,,
563,None,,
5630,None,,
5631,Takoma,2.2,7.0
5631,Silver Spring,2.3,7.0
5632,None,,
5633,None,,
5634,Silver Spring,2.1,7.0
5634,Takoma,2.3,7.0
5635,Takoma,2.3,7.0
5635,Silver Spring,2.5,8.0
5636,Wheaton,1.9,7.0
5636,Glenmont,2.2,7.0
5637,None,,
5638,None,,
5639,None,,
564,None,,
5640,None,,
5641,None,,
5642,Forest Glen,1.4,6.0
5642,Silver Spring,1.4,4.0
5643,Silver Spring,0.9,4.0
5643,Forest Glen,1.4,4.0
5643,Takoma,2.1,8.0
5644,None,,
5645,Glenmont,1.6,4.0
5646,None,,
5647,None,,
5648,None,,
5649,None,,
565,Braddock Road,0.6,3.0
565,King Street,1.0,4.0
565,Eisenhower Avenue,2.6,9.0
565,Huntington,3.0,10.0
5650,Silver Spring,1.1,4.0
5650,Forest Glen,1.4,4.0
5650,Takoma,2.2,8.0
5651,None,,
5652,Glenmont,1.7,4.0
5653,None,,
5654,Silver Spring,0.9,2.0
5654,Forest Glen,1.5,4.0
5655,Silver Spring,1.1,4.0
5655,Forest Glen,1.7,5.0
5655,Takoma,2.0,7.0
5656,None,,
5657,Silver Spring,0.3,1.0
5657,Takoma,1.4,5.0
5657,Forest Glen,2.1,6.0
5658,Silver Spring,0.8,3.0
5658,Takoma,1.5,5.0
5658,Forest Glen,1.9,6.0
5659,Silver Spring,1.2,5.0
5659,Forest Glen,1.7,5.0
5659,Takoma,1.9,7.0
566,King Street,1.9,7.0
566,Braddock Road,1.9,6.0
566,Crystal City,2.4,8.0
566,Ronald Reagan Washington National Airport,2.7,9.0
5660,Silver Spring,1.5,5.0
5660,Takoma,1.8,6.0
5661,None,,
5662,Takoma,2.4,8.0
5662,Silver Spring,2.5,8.0
5663,Silver Spring,1.1,4.0
5663,Forest Glen,1.6,4.0
5663,Takoma,2.0,7.0
5664,None,,
5665,None,,
5666,Silver Spring,0.9,3.0
5666,Forest Glen,1.6,5.0
5666,Takoma,2.2,7.0
5667,Silver Spring,1.2,5.0
5667,Forest Glen,1.8,6.0
5667,Takoma,1.8,7.0
5668,None,,
5669,None,,
567,None,,
5670,Silver Spring,1.1,4.0
5670,Forest Glen,1.4,4.0
5670,Takoma,2.0,7.0
5671,Silver Spring,0.7,3.0
5671,Forest Glen,1.8,5.0
5671,Takoma,2.0,8.0
5672,None,,
5673,Silver Spring,0.7,2.0
5673,Takoma,1.3,4.0
5673,Forest Glen,2.1,6.0
5674,Silver Spring,1.4,5.0
5674,Takoma,1.9,6.0
5675,None,,
5676,Silver Spring,1.0,3.0
5676,Takoma,1.5,5.0
5677,Silver Spring,1.5,6.0
5677,Takoma,1.8,6.0
5678,None,,
5679,Silver Spring,1.1,4.0
5679,Takoma,1.4,5.0
568,None,,
5680,Forest Glen,1.2,4.0
5680,Wheaton,2.8,8.0
5680,Silver Spring,3.0,8.0
5681,None,,
5682,None,,
5683,None,,
5684,None,,
5685,None,,
5686,None,,
5687,None,,
5688,None,,
5689,None,,
569,None,,
5690,None,,
5691,None,,
5692,Silver Spring,0.6,2.0
5692,Takoma,1.2,4.0
5693,Silver Spring,0.6,2.0
5693,Takoma,1.3,5.0
5694,None,,
5695,Glenmont,1.9,4.0
5696,None,,
5697,None,,
5698,None,,
5699,None,,
57,Crystal City,1.6,6.0
57,Ronald Reagan Washington National Airport,1.9,6.0
57,Braddock Road,2.1,6.0
57,Pentagon City,2.4,9.0
570,None,,
5700,None,,
5701,None,,
5702,None,,
5703,None,,
5704,None,,
5705,Takoma,2.1,7.0
5705,Silver Spring,2.2,7.0
5706,None,,
5707,Glenmont,0.6,3.0
5707,Wheaton,2.0,6.0
5708,Silver Spring,1.0,4.0
5708,Forest Glen,1.5,4.0
5708,Takoma,2.0,7.0
5709,None,,
571,None,,
5710,None,,
5711,None,,
5712,None,,
5713,Silver Spring,0.9,18.0
5713,Forest Glen,1.0,19.0
5714,None,,
5715,None,,
5716,None,,
5717,None,,
5718,None,,
5719,None,,
572,None,,
5720,None,,
5721,None,,
5722,Wheaton,0.5,3.0
5722,Glenmont,1.6,4.0
5722,Forest Glen,2.9,8.0
5723,None,,
5724,None,,
5725,None,,
5726,None,,
5727,None,,
5728,None,,
5729,None,,
573,Braddock Road,0.8,5.0
573,King Street,1.6,7.0
573,Eisenhower Avenue,3.5,10.0
5730,None,,
5731,None,,
5732,None,,
5733,None,,
5734,None,,
5735,None,,
5736,None,,
5737,None,,
5738,None,,
5739,None,,
574,King Street,1.0,5.0
574,Braddock Road,1.1,4.0
574,Eisenhower Avenue,2.6,9.0
574,Huntington,3.1,10.0
5740,None,,
5741,None,,
5742,None,,
5743,None,,
5744,None,,
5745,None,,
5746,None,,
5747,None,,
5748,None,,
5749,None,,
575,Crystal City,2.0,8.0
575,Braddock Road,2.1,6.0
575,Ronald Reagan Washington National Airport,2.3,8.0
575,King Street,2.9,9.0
5750,Silver Spring,0.4,1.0
5750,Takoma,1.4,5.0
5750,Forest Glen,2.2,6.0
5751,None,,
5752,None,,
5753,None,,
5754,None,,
5755,None,,
5756,None,,
5757,None,,
5758,None,,
5759,None,,
576,Braddock Road,0.7,3.0
576,King Street,1.2,6.0
576,Eisenhower Avenue,3.2,8.0
5760,None,,
5761,None,,
5762,None,,
5763,None,,
5764,Silver Spring,1.3,4.0
5764,Takoma,1.5,5.0
5765,None,,
5766,None,,
5767,Silver Spring,2.4,9.0
5767,Takoma,2.7,9.0
5767,Forest Glen,3.0,7.0
5768,None,,
5769,None,,
577,Van Dorn Street,0.4,8.0
5770,None,,
5771,None,,
5772,None,,
5773,None,,
5774,None,,
5775,None,,
5776,None,,
5777,Forest Glen,2.1,5.0
5777,Silver Spring,2.3,7.0
5778,None,,
5779,None,,
578,Braddock Road,0.8,3.0
578,King Street,1.2,4.0
578,Eisenhower Avenue,2.7,9.0
5780,None,,
5781,None,,
5782,None,,
5783,None,,
5784,None,,
5785,None,,
5786,None,,
5787,None,,
5788,None,,
5789,Silver Spring,1.0,4.0
5789,Takoma,1.7,6.0
5789,Forest Glen,1.8,5.0
579,Crystal City,2.1,6.0
579,Ronald Reagan Washington National Airport,2.4,7.0
579,Pentagon City,2.5,6.0
579,Pentagon,5.0,9.0
5790,None,,
5791,None,,
5792,None,,
5793,None,,
5794,None,,
5795,None,,
5796,None,,
5797,None,,
5798,Silver Spring,0.6,2.0
5798,Takoma,2.0,6.0
5798,Forest Glen,2.1,5.0
5799,None,,
58,Eisenhower Avenue,0.3,1.0
58,King Street,1.2,5.0
58,Huntington,1.7,6.0
58,Braddock Road,1.8,7.0
580,Van Dorn Street,0.4,8.0
5800,None,,
5801,None,,
5802,None,,
5803,None,,
5804,Takoma,2.0,7.0
5804,Silver Spring,2.2,8.0
5805,None,,
5806,None,,
5807,None,,
5808,Takoma,2.1,7.0
5808,Silver Spring,2.2,8.0
5809,Takoma,2.3,7.0
5809,Silver Spring,2.4,8.0
581,Braddock Road,0.6,2.0
581,King Street,0.8,3.0
581,Eisenhower Avenue,2.8,6.0
581,Huntington,3.4,8.0
5810,Takoma,2.4,8.0
5810,Silver Spring,2.5,8.0
5811,None,,
5812,None,,
5813,None,,
5814,None,,
5815,None,,
5816,None,,
5817,None,,
5818,None,,
5819,None,,
582,Van Dorn Street,0.7,12.0
5820,Glenmont,0.7,2.0
5820,Wheaton,1.6,5.0
5821,None,,
5822,None,,
5823,None,,
5824,Silver Spring,2.0,7.0
5824,Takoma,2.3,7.0
5825,Forest Glen,0.3,1.0
5825,Wheaton,1.6,4.0
5825,Silver Spring,2.4,6.0
5826,Silver Spring,1.4,5.0
5826,Takoma,1.9,6.0
5827,None,,
5828,Glenmont,0.7,2.0
5828,Wheaton,1.6,5.0
5829,Silver Spring,1.2,4.0
5829,Takoma,1.5,5.0
583,Braddock Road,0.4,1.0
583,King Street,0.6,2.0
583,Eisenhower Avenue,1.6,6.0
583,Huntington,2.6,9.0
5830,Silver Spring,2.5,8.0
5830,Forest Glen,3.1,6.0
5831,Silver Spring,1.0,4.0
5831,Forest Glen,1.6,5.0
5831,Takoma,1.9,7.0
5832,Silver Spring,1.4,4.0
5832,Takoma,1.5,4.0
5833,Silver Spring,2.1,7.0
5833,Takoma,2.4,7.0
5833,Forest Glen,3.3,7.0
5834,Silver Spring,2.9,10.0
5834,Takoma,2.9,9.0
5835,None,,
5836,None,,
5837,None,,
5838,Glenmont,2.7,7.0
5839,Wheaton,0.4,1.0
5839,Forest Glen,1.4,5.0
584,Crystal City,2.1,6.0
584,Ronald Reagan Washington National Airport,2.4,7.0
584,Pentagon City,2.5,6.0
584,Pentagon,4.3,9.0
5840,None,,
5841,None,,
5842,Takoma,0.6,2.0
5842,Silver Spring,1.0,4.0
5843,None,,
5844,Takoma,1.6,5.0
5844,Silver Spring,1.8,6.0
5845,Silver Spring,0.9,3.0
5845,Takoma,2.2,7.0
5845,Forest Glen,2.4,7.0
5846,Silver Spring,1.5,5.0
5846,Takoma,1.8,6.0
5847,Silver Spring,0.7,2.0
5847,Takoma,1.3,4.0
5847,Forest Glen,2.1,6.0
5848,None,,
5849,Silver Spring,1.0,4.0
5849,Takoma,1.5,5.0
5849,Forest Glen,2.0,6.0
585,None,,
5850,Wheaton,0.9,3.0
5850,Forest Glen,1.9,6.0
5851,Silver Spring,1.0,3.0
5851,Takoma,1.6,6.0
5851,Forest Glen,1.9,6.0
5852,Silver Spring,0.8,3.0
5852,Takoma,1.5,5.0
5852,Forest Glen,2.0,6.0
5853,Takoma,2.6,9.0
5854,None,,
5855,Silver Spring,2.5,8.0
5855,Takoma,2.6,8.0
5855,Forest Glen,3.2,7.0
5856,Forest Glen,2.7,6.0
5857,Silver Spring,2.2,7.0
5857,Takoma,2.4,7.0
5858,Takoma,2.1,7.0
5858,Silver Spring,2.2,8.0
5859,Takoma,2.4,8.0
5859,Silver Spring,2.6,9.0
586,Pentagon City,2.7,4.0
586,Ronald Reagan Washington National Airport,3.2,9.0
586,Crystal City,3.4,7.0
5860,Takoma,2.3,7.0
5860,Silver Spring,2.4,8.0
5861,None,,
5862,Takoma,2.2,7.0
5862,Silver Spring,2.4,8.0
5863,Takoma,2.4,8.0
5863,Silver Spring,2.6,9.0
5864,Takoma,2.3,7.0
5864,Silver Spring,2.4,8.0
5865,Takoma,1.9,6.0
5865,Silver Spring,2.0,6.0
5866,Wheaton,0.6,3.0
5866,Glenmont,1.6,4.0
5866,Forest Glen,2.3,6.0
5867,Silver Spring,0.4,1.0
5867,Takoma,1.4,4.0
5867,Forest Glen,2.3,6.0
5868,None,,
5869,Silver Spring,1.5,5.0
5869,Takoma,1.8,6.0
587,Crystal City,2.0,7.0
587,Braddock Road,2.2,6.0
587,Ronald Reagan Washington National Airport,2.3,8.0
587,King Street,3.0,9.0
587,Pentagon City,3.6,7.0
5870,Takoma,1.1,4.0
5870,Silver Spring,1.8,6.0
5871,None,,
5872,None,,
5873,None,,
5874,None,,
5875,Takoma,2.1,7.0
5875,Silver Spring,2.2,8.0
5876,Silver Spring,2.4,9.0
5876,Takoma,2.4,8.0
5877,None,,
5878,Takoma,2.4,8.0
5878,Silver Spring,2.6,9.0
5879,None,,
588,Braddock Road,0.9,4.0
588,King Street,1.7,7.0
588,Eisenhower Avenue,3.7,10.0
5880,Takoma,2.2,7.0
5880,Silver Spring,2.3,8.0
5881,Silver Spring,1.5,5.0
5881,Takoma,1.8,6.0
5882,Silver Spring,1.4,5.0
5882,Takoma,1.7,5.0
5883,Silver Spring,2.5,8.0
5883,Takoma,2.5,8.0
5883,Forest Glen,3.1,7.0
5884,Takoma,2.4,7.0
5884,Silver Spring,2.5,8.0
5885,Silver Spring,1.5,5.0
5885,Takoma,1.6,5.0
5886,Silver Spring,2.4,8.0
5886,Takoma,2.5,7.0
5886,Forest Glen,3.0,6.0
5887,Silver Spring,1.6,6.0
5887,Forest Glen,1.9,5.0
5887,Takoma,2.4,7.0
5888,Takoma,2.2,7.0
5888,Silver Spring,2.4,8.0
5889,Silver Spring,1.1,4.0
5889,Forest Glen,1.4,4.0
5889,Takoma,2.2,8.0
589,None,,
5890,Silver Spring,1.6,6.0
5890,Takoma,1.7,5.0
5891,Silver Spring,1.5,5.0
5891,Takoma,1.7,5.0
5892,None,,
5893,Silver Spring,1.5,5.0
5893,Takoma,1.8,6.0
5894,Takoma,2.2,7.0
5894,Silver Spring,2.4,8.0
5895,Takoma,2.2,7.0
5895,Silver Spring,2.4,8.0
5896,Takoma,2.4,7.0
5896,Silver Spring,2.5,8.0
5897,Takoma,2.2,7.0
5897,Silver Spring,2.3,8.0
5898,Silver Spring,1.5,5.0
5898,Takoma,1.8,6.0
