pid,beds,baths,minrent,maxrent,minsqft,maxsqft
3884,2.0,1.0,1745.0,1745.0,844.0,844.0
3885,,,,,,
3886,,,,,,
3887,,,,,,
3888,,,,,,
3889,,,,,,
3890,,,,,,
3891,,,,,,
3892,4.0,3.0,2750.0,2750.0,2456.0,2456.0
3893,2.0,1.0,1700.0,1700.0,,
3894,4.0,5.0,4000.0,4000.0,,
3895,0.0,1.0,868.0,950.0,465.0,465.0
3895,1.0,1.0,881.0,958.0,680.0,680.0
3895,2.0,1.0,1172.0,1198.0,910.0,910.0
3896,0.0,1.0,870.0,870.0,400.0,400.0
3896,1.0,1.0,888.0,963.0,665.0,665.0
3896,2.0,1.0,998.0,998.0,805.0,805.0
3896,2.0,2.0,1053.0,1153.0,890.0,890.0
3896,3.0,1.5,1198.0,1198.0,1055.0,1055.0
3897,0.0,1.0,948.0,948.0,455.0,455.0
3897,1.0,1.0,1050.0,1079.0,640.0,640.0
3897,2.0,1.0,1148.0,1148.0,920.0,920.0
3897,2.0,1.5,1170.0,1195.0,910.0,910.0
3897,2.0,2.0,1180.0,1265.0,960.0,960.0
3897,3.0,2.0,1546.0,1546.0,1245.0,1245.0
3898,0.0,1.0,1100.0,1100.0,598.0,598.0
3898,1.0,1.0,1292.0,1392.0,598.0,598.0
3898,1.0,1.0,1292.0,1292.0,714.0,714.0
3898,1.0,1.0,1292.0,1292.0,714.0,714.0
3898,2.0,1.0,1535.0,1655.0,940.0,940.0
3898,2.0,2.0,1755.0,1755.0,1008.0,1008.0
3899,1.0,1.0,1000.0,1100.0,592.0,592.0
3899,1.0,1.0,1056.0,1156.0,600.0,600.0
3899,2.0,1.0,1112.0,1212.0,600.0,600.0
3899,2.0,1.0,1142.0,1142.0,700.0,700.0
3899,3.0,1.0,1270.0,1320.0,946.0,946.0
3900,1.0,1.0,1117.0,1117.0,720.0,720.0
3900,1.0,1.0,1362.0,1362.0,810.0,810.0
3900,2.0,1.0,1362.0,1362.0,950.0,950.0
3900,2.0,1.0,1637.0,1637.0,1000.0,1000.0
3900,3.0,2.0,1812.0,1812.0,1080.0,1080.0
3900,3.0,2.0,,,1100.0,1100.0
3901,2.0,1.0,1350.0,1350.0,1124.0,1124.0
3902,5.0,3.0,1995.0,1995.0,,
3903,2.0,1.0,1350.0,1350.0,785.0,785.0
3904,2.0,1.0,1250.0,1250.0,936.0,936.0
3905,3.0,1.0,1695.0,1695.0,1200.0,1200.0
3906,1.0,1.0,1075.0,1075.0,714.0,714.0
3906,2.0,1.0,1250.0,1250.0,966.0,966.0
3906,3.0,1.5,1515.0,1515.0,1257.0,1257.0
3907,1.0,1.0,1030.0,1030.0,700.0,700.0
3907,2.0,1.0,1265.0,1265.0,850.0,850.0
3908,1.0,1.0,1237.0,1237.0,737.0,737.0
3908,1.0,1.0,1333.0,1333.0,869.0,869.0
3908,2.0,1.0,1510.0,1510.0,1079.0,1079.0
3908,2.0,1.0,1514.0,1514.0,911.0,911.0
3909,2.0,1.0,1100.0,1100.0,770.0,770.0
3910,4.0,4.0,2800.0,2800.0,,
3911,5.0,4.0,3400.0,3400.0,,
3912,5.0,3.0,2100.0,2100.0,,
3913,3.0,1.0,1400.0,1400.0,,
3914,2.0,2.0,1650.0,1650.0,,
3915,4.0,3.0,2800.0,2800.0,,
3916,4.0,4.0,2475.0,2475.0,,
3917,4.0,3.0,1950.0,1950.0,,
3918,3.0,3.0,2200.0,2200.0,,
3919,2.0,1.5,1500.0,2430.0,992.0,992.0
3919,2.0,1.5,1550.0,2480.0,992.0,992.0
3919,2.0,1.5,1640.0,2335.0,986.0,986.0
3919,3.0,2.0,1725.0,3285.0,1252.0,1252.0
3919,3.0,2.0,1775.0,3420.0,1276.0,1276.0
3919,3.0,2.5,1850.0,3440.0,1259.0,1259.0
3919,3.0,2.5,1775.0,2425.0,1290.0,1290.0
3919,3.0,2.5,1725.0,3210.0,1260.0,1260.0
3919,4.0,2.5,1965.0,3035.0,1376.0,1376.0
3920,0.0,1.0,1045.0,1045.0,520.0,520.0
3920,1.0,1.0,1290.0,1435.0,740.0,740.0
3920,1.0,1.0,1290.0,1290.0,816.0,816.0
3920,1.0,1.0,1290.0,1290.0,816.0,816.0
3920,2.0,1.0,1470.0,1760.0,816.0,816.0
3920,2.0,1.0,1520.0,1520.0,816.0,816.0
3920,2.0,1.0,1545.0,1545.0,816.0,816.0
3920,3.0,2.0,1810.0,1835.0,957.0,957.0
3920,3.0,2.0,1810.0,1810.0,957.0,957.0
3920,3.0,2.0,1835.0,1835.0,957.0,957.0
3921,1.0,1.0,1350.0,1399.0,708.0,708.0
3921,2.0,1.0,1529.0,1599.0,814.0,814.0
3921,3.0,1.5,1714.0,1750.0,990.0,990.0
3922,1.0,1.0,,,540.0,540.0
3922,2.0,1.0,1425.0,1425.0,650.0,650.0
3923,0.0,1.0,949.0,1024.0,400.0,400.0
3923,1.0,1.0,983.0,993.0,550.0,550.0
3923,2.0,1.0,1096.0,1116.0,630.0,630.0
3924,1.0,1.0,1090.0,1105.0,508.0,508.0
3924,1.0,1.0,1090.0,1090.0,508.0,508.0
3924,1.0,1.0,1280.0,1295.0,625.0,625.0
3924,1.0,1.0,1280.0,1280.0,625.0,625.0
3924,1.0,1.0,1090.0,1090.0,508.0,508.0
3924,1.0,1.0,1280.0,1280.0,625.0,625.0
3924,2.0,1.0,1370.0,1385.0,645.0,645.0
3924,2.0,1.0,1385.0,1385.0,645.0,645.0
3925,1.0,1.0,1395.0,2155.0,495.0,495.0
3925,1.0,1.0,1395.0,1895.0,495.0,495.0
3925,1.0,1.0,1535.0,2035.0,710.0,710.0
3925,1.0,1.0,1585.0,2520.0,804.0,804.0
3925,1.0,1.0,1755.0,2145.0,804.0,804.0
3925,1.0,1.0,1555.0,2155.0,711.0,711.0
3925,1.0,1.0,1870.0,2520.0,952.0,952.0
3925,1.0,1.0,1670.0,2330.0,883.0,883.0
3925,1.0,1.0,1600.0,2260.0,804.0,804.0
3925,1.0,1.0,1735.0,2395.0,804.0,804.0
3925,1.0,1.0,1585.0,2245.0,817.0,817.0
3925,2.0,2.0,1760.0,2860.0,1025.0,1025.0
3925,2.0,2.0,1780.0,2500.0,1064.0,1064.0
3925,2.0,2.0,1850.0,2570.0,1038.0,1038.0
3925,2.0,2.0,1855.0,2575.0,1179.0,1179.0
3925,2.0,2.0,1950.0,2670.0,1068.0,1068.0
3925,2.0,2.0,1950.0,2670.0,1222.0,1222.0
3925,2.0,2.0,1760.0,2470.0,1025.0,1025.0
3925,2.0,2.0,1925.0,2635.0,1179.0,1179.0
3925,2.0,2.0,2075.0,2785.0,1179.0,1179.0
3925,2.0,2.0,1950.0,2660.0,1160.0,1160.0
3925,2.0,2.0,1870.0,2625.0,1125.0,1125.0
3925,2.0,2.0,1795.0,2550.0,1064.0,1064.0
3925,2.0,2.0,2020.0,2860.0,1038.0,1038.0
3925,2.0,2.0,1880.0,2720.0,1125.0,1125.0
3925,2.0,2.0,2020.0,2600.0,1178.0,1178.0
3925,2.0,2.0,1995.0,2550.0,1214.0,1214.0
3926,0.0,1.0,,,504.0,504.0
3926,0.0,1.0,,,559.0,559.0
3926,1.0,1.0,1575.0,1600.0,643.0,643.0
3926,1.0,1.0,1575.0,1575.0,643.0,643.0
3926,1.0,1.0,1785.0,1785.0,843.0,843.0
3926,1.0,1.0,1785.0,1785.0,843.0,843.0
3926,1.0,1.0,1866.0,1866.0,787.0,787.0
3926,1.0,1.0,1866.0,1866.0,787.0,787.0
3926,1.0,1.0,1754.0,1754.0,739.0,739.0
3926,1.0,1.0,1754.0,1754.0,739.0,739.0
3926,1.0,1.0,1600.0,1600.0,643.0,643.0
3926,1.0,1.0,,,799.0,799.0
3926,1.0,1.0,,,805.0,805.0
3926,1.0,1.0,,,832.0,832.0
3926,1.0,1.0,,,949.0,949.0
3926,1.0,1.0,,,955.0,955.0
3926,1.0,1.0,,,971.0,971.0
3926,1.0,1.0,,,1007.0,1007.0
3926,1.0,1.0,,,1307.0,1307.0
3926,1.0,1.0,,,615.0,615.0
3926,1.0,1.0,,,643.0,643.0
3926,1.0,1.0,,,645.0,645.0
3926,1.0,1.0,,,700.0,700.0
3926,1.0,1.0,,,784.0,784.0
3926,1.0,1.0,,,887.0,887.0
3926,1.0,1.0,,,901.0,901.0
3926,1.0,1.0,,,1287.0,1287.0
3926,2.0,2.0,1936.0,1946.0,1076.0,1076.0
3926,2.0,2.0,1946.0,1946.0,1076.0,1076.0
3926,2.0,2.0,2021.0,2021.0,1204.0,1204.0
3926,2.0,2.0,2021.0,2021.0,1204.0,1204.0
3926,2.0,2.0,2152.0,2188.0,1158.0,1158.0
3926,2.0,2.0,2152.0,2152.0,1158.0,1158.0
3926,2.0,2.0,2188.0,2188.0,1158.0,1158.0
3926,2.0,2.0,1936.0,1936.0,1076.0,1076.0
3926,2.0,2.0,1916.0,1916.0,1040.0,1040.0
3926,2.0,2.0,1916.0,1916.0,1040.0,1040.0
3926,2.0,2.0,2013.0,2013.0,1166.0,1166.0
3926,2.0,2.0,2013.0,2013.0,1166.0,1166.0
3926,2.0,2.0,1966.0,1966.0,1104.0,1104.0
3926,2.0,2.0,1966.0,1966.0,1104.0,1104.0
3926,2.0,2.0,,,1266.0,1266.0
3926,2.0,2.0,,,1270.0,1270.0
3926,2.0,2.0,,,1568.0,1568.0
3926,2.0,2.0,,,1041.0,1041.0
3926,2.0,2.0,,,1078.0,1078.0
3926,2.0,2.0,,,1091.0,1091.0
3926,2.0,2.0,,,1095.0,1095.0
3926,2.0,2.0,,,1116.0,1116.0
3926,2.0,2.0,,,1159.0,1159.0
3926,3.0,2.0,2395.0,2395.0,1361.0,1361.0
3926,3.0,2.0,2395.0,2395.0,1361.0,1361.0
3927,2.0,2.0,1326.0,1326.0,1018.0,1018.0
3927,3.0,2.0,1544.0,1544.0,1230.0,1230.0
3928,0.0,1.0,1536.0,2375.0,584.0,584.0
3928,0.0,1.0,1616.0,1616.0,584.0,584.0
3928,0.0,1.0,1536.0,1536.0,584.0,584.0
3928,0.0,1.0,1417.0,1756.0,531.0,531.0
3928,0.0,1.0,1598.0,2048.0,693.0,693.0
3928,1.0,1.0,1532.0,1850.0,629.0,629.0
3928,1.0,1.0,1627.0,2422.0,820.0,820.0
3928,1.0,1.0,1717.0,2509.0,711.0,711.0
3928,1.0,1.0,1717.0,1717.0,711.0,711.0
3928,1.0,1.0,1812.0,2242.0,847.0,847.0
3928,1.0,1.0,1646.0,2443.0,780.0,780.0
3928,1.0,1.0,1741.0,1741.0,780.0,780.0
3928,1.0,1.0,1688.0,2459.0,688.0,688.0
3928,1.0,1.0,1688.0,1688.0,688.0,688.0
3928,1.0,1.0,1810.0,2730.0,865.0,865.0
3928,1.0,1.0,1830.0,1830.0,865.0,865.0
3928,1.0,1.0,1810.0,1810.0,865.0,865.0
3928,1.0,1.0,1748.0,2622.0,778.0,778.0
3928,1.0,1.0,1748.0,1748.0,778.0,778.0
3928,1.0,1.0,1727.0,1727.0,711.0,711.0
3928,1.0,1.0,1608.0,2056.0,881.0,881.0
3928,1.0,1.0,1631.0,2283.0,742.0,742.0
3928,1.0,1.0,1658.0,2239.0,815.0,815.0
3928,1.0,1.0,1813.0,2432.0,1056.0,1056.0
3928,2.0,1.0,1713.0,2480.0,798.0,798.0
3928,2.0,2.0,1971.0,3162.0,1072.0,1072.0
3928,2.0,2.0,2038.0,2038.0,1072.0,1072.0
3928,2.0,2.0,1976.0,3095.0,1096.0,1096.0
3928,2.0,2.0,1976.0,1976.0,1096.0,1096.0
3928,2.0,2.0,2117.0,2117.0,1072.0,1072.0
3928,2.0,2.0,1896.0,2918.0,972.0,972.0
3928,2.0,2.0,1896.0,1896.0,972.0,972.0
3928,2.0,2.0,1978.0,2735.0,1127.0,1127.0
3928,2.0,2.0,2048.0,2048.0,1127.0,1127.0
3928,2.0,2.0,2093.0,2093.0,1127.0,1127.0
3928,2.0,2.0,1502.0,2329.0,929.0,929.0
3928,2.0,2.0,1685.0,2570.0,986.0,986.0
3928,2.0,2.0,1891.0,2909.0,1107.0,1107.0
3928,2.0,2.0,1908.0,2744.0,972.0,972.0
3928,2.0,2.0,1982.0,2876.0,1168.0,1168.0
3928,2.0,2.0,2018.0,3048.0,1029.0,1029.0
3928,2.0,2.0,2073.0,2815.0,1100.0,1100.0
3928,2.0,2.0,2290.0,3157.0,1293.0,1293.0
3929,1.0,1.0,1084.0,1084.0,685.0,685.0
3929,2.0,1.0,1399.0,1399.0,875.0,875.0
3930,1.0,1.0,1120.0,1630.0,615.0,615.0
3930,1.0,1.0,1120.0,1540.0,615.0,615.0
3930,1.0,1.0,1190.0,1610.0,615.0,615.0
3930,1.0,1.0,1190.0,1610.0,615.0,615.0
3930,1.0,1.0,1190.0,1610.0,615.0,615.0
3930,1.0,1.0,1210.0,1630.0,615.0,615.0
3930,1.0,1.0,1120.0,1560.0,615.0,615.0
3930,2.0,1.0,1320.0,1925.0,800.0,800.0
3930,2.0,1.0,1330.0,1830.0,800.0,800.0
3930,2.0,1.0,1330.0,1830.0,800.0,800.0
3930,2.0,1.0,1400.0,1900.0,800.0,800.0
3930,2.0,1.0,1400.0,1900.0,800.0,800.0
3930,2.0,1.0,1400.0,1925.0,800.0,800.0
3930,2.0,1.0,1320.0,1850.0,800.0,800.0
3930,2.0,1.0,1350.0,1880.0,800.0,800.0
3930,2.0,1.0,1370.0,1780.0,800.0,800.0
3930,3.0,1.0,,,912.0,912.0
3931,1.0,1.0,1100.0,1100.0,700.0,700.0
3932,2.0,1.0,1365.0,1365.0,959.0,959.0
3932,2.0,1.0,1395.0,1415.0,959.0,959.0
3933,1.0,1.0,1305.0,1310.0,738.0,738.0
3933,1.0,1.0,1305.0,1305.0,738.0,738.0
3933,1.0,1.0,1310.0,1310.0,738.0,738.0
3933,2.0,1.0,1370.0,1495.0,819.0,819.0
3933,2.0,1.0,1495.0,1495.0,819.0,819.0
3933,2.0,1.0,1495.0,1495.0,819.0,819.0
3933,2.0,1.0,1495.0,1515.0,882.0,882.0
3933,2.0,1.0,1515.0,1515.0,882.0,882.0
3933,2.0,1.0,1515.0,1515.0,882.0,882.0
3933,2.0,1.0,1495.0,1495.0,882.0,882.0
3933,2.0,1.0,1510.0,1510.0,882.0,882.0
3933,2.0,1.0,1370.0,1370.0,819.0,819.0
3933,2.0,1.0,1495.0,1495.0,819.0,819.0
3933,3.0,2.0,1600.0,1750.0,1140.0,1140.0
3934,1.0,1.0,995.0,995.0,600.0,600.0
3934,2.0,1.0,1195.0,1195.0,730.0,730.0
3935,1.0,1.0,1025.0,1025.0,600.0,600.0
3935,2.0,1.0,1225.0,1225.0,700.0,700.0
3936,1.0,1.0,1120.0,1120.0,531.0,531.0
3936,2.0,1.0,1310.0,1310.0,748.0,748.0
3936,3.0,1.5,1490.0,1490.0,942.0,942.0
3936,4.0,2.0,1725.0,1725.0,1034.0,1034.0
3937,1.0,1.0,1100.0,1100.0,730.0,730.0
3937,1.0,1.0,1180.0,1180.0,767.0,767.0
3937,2.0,1.0,1420.0,1420.0,900.0,900.0
3937,2.0,1.0,1565.0,1565.0,967.0,967.0
3937,3.0,2.0,1655.0,1655.0,1260.0,1260.0
3937,4.0,2.0,1780.0,1780.0,1392.0,1392.0
3938,2.0,2.5,1850.0,1850.0,1112.0,1112.0
3939,5.0,3.0,2990.0,2990.0,2590.0,2590.0
3940,3.0,3.0,1900.0,1900.0,,
3941,3.0,2.0,1895.0,1895.0,,
3942,1.0,1.0,440.0,440.0,,
3943,3.0,3.0,1800.0,1800.0,,
3944,3.0,3.0,1900.0,1900.0,1683.0,1683.0
3945,5.0,1.0,1750.0,1750.0,,
3946,4.0,3.0,2195.0,2195.0,,
3947,3.0,2.0,1600.0,1600.0,1296.0,1296.0
3948,3.0,1.0,2400.0,2400.0,1640.0,1640.0
3949,5.0,2.0,3425.0,3425.0,1896.0,1896.0
3950,2.0,2.0,2050.0,2050.0,1236.0,1236.0
3951,4.0,2.0,2800.0,2800.0,,
3952,4.0,2.0,2200.0,2200.0,1404.0,1404.0
3953,1.0,1.0,1077.0,1077.0,600.0,600.0
3954,1.0,1.0,1306.0,1306.0,720.0,720.0
3955,1.0,1.0,987.0,1103.0,730.0,730.0
3955,2.0,1.0,1381.0,1381.0,930.0,930.0
3956,1.0,1.0,1074.0,1074.0,622.0,622.0
3957,1.0,1.0,1179.0,1204.0,663.0,663.0
3957,2.0,1.0,1458.0,1458.0,845.0,845.0
3957,2.0,1.0,1489.0,1489.0,986.0,986.0
3958,2.0,1.0,1341.0,1341.0,720.0,720.0
3959,2.0,1.0,1365.0,1365.0,930.0,930.0
3960,2.0,1.0,1355.0,1355.0,930.0,930.0
3961,1.0,1.0,1085.0,1085.0,683.0,683.0
3962,1.0,1.0,1112.0,1112.0,685.0,685.0
3962,2.0,1.0,1432.0,1432.0,875.0,875.0
3963,1.0,1.0,1177.0,1177.0,565.0,565.0
3963,2.0,1.0,1545.0,1545.0,715.0,715.0
3964,1.0,1.0,875.0,875.0,431.0,431.0
3964,1.0,1.0,875.0,875.0,481.0,481.0
3964,2.0,1.0,1125.0,1125.0,744.0,744.0
3964,3.0,1.0,1175.0,1175.0,775.0,775.0
3965,1.0,1.0,1080.0,1080.0,800.0,800.0
3965,2.0,1.0,1275.0,1275.0,900.0,900.0
3965,3.0,1.0,1535.0,1535.0,1000.0,1000.0
3966,,,,,,
3967,,,,,,
3968,,,,,,
3969,,,,,,
3970,,,,,,
3971,,,,,,
3972,,,,,,
3973,,,,,,
3974,,,,,,
3975,,,,,,
3976,,,,,,
3977,,,,,,
3978,,,,,,
3979,,,,,,
3980,,,,,,
3981,,,,,,
3982,,,,,,
3983,,,,,,
3984,,,,,,
3985,,,,,,
3986,,,,,,
3987,,,,,,
3988,,,,,,
3989,,,,,,
3990,,,,,,
3991,,,,,,
3992,2.0,1.0,1100.0,1100.0,,
3993,3.0,3.0,1950.0,1950.0,2913.0,2913.0
3994,2.0,1.0,1500.0,1500.0,1026.0,1026.0
3995,3.0,1.0,1495.0,1495.0,,
3996,3.0,2.0,1595.0,1595.0,1728.0,1728.0
3997,3.0,2.0,1750.0,1750.0,,
3998,,,,,,
3999,,,,,,
4000,,,,,,
4001,,,,,,
4002,,,,,,
4003,,,,,,
4004,,,,,,
4005,,,,,,
4006,1.0,1.0,1487.0,1647.0,842.0,842.0
4006,1.0,1.0,1610.0,1789.0,1044.0,1044.0
4006,1.0,1.0,1509.0,1509.0,872.0,872.0
4006,1.0,1.0,1529.0,1529.0,920.0,920.0
4006,2.0,1.0,1550.0,1565.0,981.0,981.0
4006,2.0,2.0,1877.0,1912.0,1238.0,1238.0
4006,2.0,2.0,1882.0,1917.0,1238.0,1238.0
4006,2.0,2.0,1887.0,1922.0,1249.0,1249.0
4006,2.0,2.0,1917.0,1917.0,1248.0,1248.0
4006,2.0,2.0,1934.0,1934.0,1409.0,1409.0
4006,2.0,2.0,2089.0,2089.0,1453.0,1453.0
4006,2.0,2.0,2109.0,2109.0,1490.0,1490.0
4006,2.0,2.0,2114.0,2114.0,1492.0,1492.0
4006,2.0,2.0,2119.0,2119.0,1503.0,1503.0
4006,2.0,2.0,2149.0,2149.0,1515.0,1515.0
4006,2.0,2.0,2159.0,2159.0,1515.0,1515.0
4006,2.0,2.0,2459.0,2459.0,1537.0,1537.0
4006,2.0,2.0,1747.0,1807.0,1187.0,1187.0
4006,2.0,2.0,1797.0,1857.0,1258.0,1258.0
4006,2.0,2.0,1852.0,1887.0,1209.0,1209.0
4006,2.0,2.0,1872.0,1907.0,1268.0,1268.0
4006,2.0,2.0,1902.0,1937.0,1284.0,1284.0
4006,2.0,2.0,1922.0,1957.0,1294.0,1294.0
4006,2.0,2.0,1984.0,2009.0,1502.0,1502.0
4006,2.0,2.0,2109.0,2109.0,1501.0,1501.0
4006,3.0,2.0,2751.0,2815.0,1396.0,1396.0
4006,3.0,2.0,3178.0,3178.0,1621.0,1621.0
4007,1.0,1.0,1365.0,1385.0,734.0,734.0
4007,1.0,1.0,1415.0,1435.0,882.0,882.0
4007,1.0,1.0,,,762.0,762.0
4007,2.0,2.0,1470.0,1600.0,1046.0,1046.0
4007,2.0,2.0,1635.0,1750.0,1108.0,1108.0
4007,2.0,2.0,1810.0,1875.0,1346.0,1346.0
4008,1.0,1.0,1280.0,1280.0,711.0,711.0
4008,1.0,1.0,1380.0,1380.0,889.0,889.0
4008,2.0,1.5,1495.0,1495.0,947.0,947.0
4008,2.0,1.5,1640.0,1640.0,1125.0,1125.0
4009,3.0,3.0,1875.0,1875.0,1724.0,1724.0
4010,4.0,2.0,2000.0,2000.0,,
4011,3.0,2.0,1650.0,1650.0,1120.0,1120.0
4012,3.0,2.0,1995.0,1995.0,1600.0,1600.0
4013,1.0,1.0,1390.0,1390.0,860.0,860.0
4013,2.0,2.0,1525.0,1525.0,930.0,930.0
4013,2.0,2.0,1625.0,1625.0,1015.0,1015.0
4014,,,,,,
4015,1.0,1.0,1299.0,1299.0,620.0,620.0
4015,1.0,1.0,1850.0,1850.0,700.0,700.0
4015,2.0,2.0,1925.0,1925.0,870.0,870.0
4016,3.0,2.5,2100.0,2100.0,2040.0,2040.0
4017,5.0,2.0,2769.0,2769.0,2250.0,2250.0
4018,1.0,1.0,1099.0,1099.0,520.0,520.0
4019,3.0,2.0,2400.0,2400.0,,
4020,3.0,2.0,2100.0,2100.0,,
4021,4.0,2.0,2700.0,2700.0,,
4022,4.0,4.0,2400.0,2400.0,2000.0,2000.0
4023,3.0,2.0,2395.0,2395.0,,
4024,1.0,1.0,1600.0,1600.0,1315.0,1315.0
4025,2.0,2.0,2200.0,2200.0,,
4026,3.0,2.0,2150.0,2150.0,1500.0,1500.0
4027,3.0,2.0,2500.0,2500.0,,
4028,2.0,1.0,1600.0,1600.0,895.0,895.0
4029,2.0,1.0,1995.0,1995.0,,
4030,2.0,2.0,3000.0,3000.0,,
4031,1.0,1.0,1500.0,1500.0,,
4032,2.0,1.0,1400.0,1400.0,720.0,720.0
4033,1.0,1.0,1080.0,1080.0,650.0,650.0
4034,3.0,2.5,2025.0,2025.0,1400.0,1400.0
4034,3.0,2.5,2350.0,2350.0,2100.0,2100.0
4035,,,,,,
4036,,,,,,
4037,,,,,,
4038,,,,,,
4039,,,,,,
4040,,,,,,
4041,,,,,,
4042,,,,,,
4043,2.0,3.0,1550.0,1550.0,1200.0,1200.0
4044,3.0,4.0,1775.0,1775.0,,
4045,5.0,5.0,2950.0,2950.0,,
4046,3.0,2.0,2200.0,2200.0,2583.0,2583.0
4047,4.0,5.0,3600.0,3600.0,6600.0,6600.0
4048,3.0,1.0,1300.0,1300.0,1150.0,1150.0
4049,3.0,1.0,1600.0,1600.0,,
4050,4.0,4.0,2400.0,2400.0,3925.0,3925.0
4051,2.0,3.0,2000.0,2000.0,1364.0,1364.0
4052,2.0,3.0,1895.0,1895.0,,
4053,3.0,3.0,1950.0,1950.0,,
4054,3.0,1.0,1400.0,1400.0,,
4055,3.0,3.0,1800.0,1800.0,1428.0,1428.0
4056,4.0,5.0,4237.0,4237.0,7024.0,7024.0
4057,5.0,4.0,2100.0,2100.0,,
4058,4.0,4.0,2700.0,2700.0,4547.0,4547.0
4059,4.0,4.0,2700.0,2700.0,,
4060,4.0,3.0,2295.0,2295.0,,
4061,3.0,3.0,2300.0,2300.0,,
4062,3.0,2.0,1800.0,1800.0,,
4063,2.0,3.0,1850.0,1850.0,,
4064,2.0,2.0,1175.0,1175.0,,
4065,3.0,3.0,1975.0,1975.0,,
4066,2.0,1.0,1050.0,1050.0,,
4067,3.0,3.0,2150.0,2150.0,1646.0,1646.0
4068,4.0,1.0,1400.0,1400.0,1108.0,1108.0
4069,2.0,1.0,1075.0,1075.0,955.0,955.0
4070,,,,,,
4071,,,,,,
4072,,,,,,
4073,,,,,,
4074,,,,,,
4075,,,,,,
4076,,,,,,
4077,,,,,,
4078,,,,,,
4079,,,,,,
4080,,,,,,
4081,,,,,,
4082,,,,,,
4083,,,,,,
4084,1.0,1.0,1170.0,1975.0,685.0,685.0
4084,1.0,1.0,1170.0,1890.0,685.0,685.0
4084,1.0,1.0,1305.0,1885.0,685.0,685.0
4084,1.0,1.0,1240.0,1980.0,693.0,693.0
4084,1.0,1.0,1305.0,1885.0,693.0,693.0
4084,1.0,1.0,1340.0,2025.0,792.0,792.0
4084,1.0,1.0,1340.0,2025.0,792.0,792.0
4084,1.0,1.0,1322.0,2022.0,644.0,644.0
4084,1.0,1.0,1322.0,1902.0,644.0,644.0
4084,1.0,1.0,1363.0,2008.0,754.0,754.0
4084,1.0,1.0,1428.0,2008.0,754.0,754.0
4084,1.0,1.0,1240.0,1820.0,693.0,693.0
4084,1.0,1.0,1363.0,1898.0,754.0,754.0
4084,1.0,1.0,1320.0,1855.0,685.0,685.0
4084,1.0,1.0,1305.0,1905.0,693.0,693.0
4084,1.0,1.0,1320.0,1920.0,685.0,685.0
4084,1.0,1.0,1240.0,1840.0,693.0,693.0
4084,1.0,1.0,1305.0,1905.0,693.0,693.0
4084,1.0,1.0,1340.0,2025.0,792.0,792.0
4084,1.0,1.0,1320.0,1920.0,685.0,685.0
4084,1.0,1.0,1245.0,1850.0,693.0,693.0
4084,1.0,1.0,1310.0,1915.0,693.0,693.0
4084,1.0,1.0,1310.0,1975.0,685.0,685.0
4084,1.0,1.0,1327.0,2022.0,644.0,644.0
4084,1.0,1.0,1335.0,1980.0,693.0,693.0
4084,2.0,1.0,1325.0,1880.0,840.0,840.0
4084,2.0,1.0,1325.0,1780.0,840.0,840.0
4084,2.0,1.0,1420.0,1905.0,864.0,864.0
4084,2.0,1.0,1445.0,1870.0,864.0,864.0
4084,2.0,1.0,1420.0,1840.0,840.0,840.0
4084,2.0,1.0,1460.0,1880.0,840.0,840.0
4084,2.0,1.0,1460.0,1880.0,840.0,840.0
4084,2.0,1.0,1420.0,1840.0,840.0,840.0
4084,2.0,1.0,1420.0,1840.0,864.0,864.0
4084,2.0,1.0,1445.0,1865.0,840.0,840.0
4084,2.0,1.0,1485.0,1905.0,864.0,864.0
4084,2.0,1.0,1460.0,1880.0,864.0,864.0
4084,2.0,1.0,1460.0,1870.0,840.0,840.0
4084,2.0,2.0,1370.0,2080.0,978.0,978.0
4084,2.0,2.0,1370.0,1865.0,978.0,978.0
4084,2.0,2.0,1445.0,2065.0,978.0,978.0
4084,2.0,2.0,1460.0,2080.0,978.0,978.0
4084,2.0,2.0,1520.0,2015.0,978.0,978.0
4084,2.0,2.0,1520.0,2015.0,978.0,978.0
4084,2.0,2.0,1535.0,2030.0,978.0,978.0
4084,2.0,2.0,1535.0,2030.0,978.0,978.0
4084,2.0,2.0,1535.0,2030.0,978.0,978.0
4084,2.0,2.0,1510.0,2085.0,985.0,985.0
4084,2.0,2.0,1510.0,2005.0,985.0,985.0
4084,2.0,2.0,1525.0,2015.0,978.0,978.0
4084,2.0,2.0,1545.0,2030.0,978.0,978.0
4084,2.0,2.0,1525.0,2035.0,985.0,985.0
4084,2.0,2.0,1530.0,2135.0,1038.0,1038.0
4084,2.0,2.0,1535.0,2045.0,1038.0,1038.0
4084,2.0,2.0,1530.0,2095.0,1038.0,1038.0
4084,2.0,2.0,1520.0,2085.0,985.0,985.0
4084,2.0,2.0,1555.0,2120.0,1038.0,1038.0
4084,2.0,2.0,1570.0,2135.0,1038.0,1038.0
4084,2.0,2.0,1447.0,1982.0,888.0,888.0
4084,2.0,2.0,1447.0,1982.0,888.0,888.0
4085,1.0,1.0,1329.0,2457.0,836.0,836.0
4085,1.0,1.0,1329.0,2268.0,836.0,836.0
4085,1.0,1.0,1419.0,2421.0,836.0,836.0
4085,1.0,1.0,1349.0,2364.0,843.0,843.0
